Categoria,Medio,Fecha,Titulo,Resumen,ComentarioReaccion,TonoSentimiento
Frankenstein,El País,2024-03-13 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,1
Frankenstein,El País,2023-12-14 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,1
Frankenstein,Variety,2022-06-12 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,3
Frankenstein,Variety,2023-12-09 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,8
Frankenstein,Variety,2023-03-25 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,8
Frankenstein,Reforma,2024-06-19 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",4
Frankenstein,Reforma,2022-06-06 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,10
Frankenstein,Reforma,2022-06-30 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,4
Frankenstein,BBC,2023-12-19 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,4
Frankenstein,El País,2022-04-14 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,9
Frankenstein,Reforma,2023-11-12 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,2
Frankenstein,El Financiero,2023-05-15 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,7
Frankenstein,Variety,2023-08-18 00:00:00,La tragedia del monstruo reimaginada,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,Variety,2023-06-15 00:00:00,GDT y su visión de Mary Shelley,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",10
Frankenstein,Variety,2023-04-03 00:00:00,La tragedia del monstruo reimaginada,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,3
Frankenstein,El País,2023-10-30 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",7
Frankenstein,Reforma,2022-08-07 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,6
Frankenstein,Reforma,2023-10-05 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",4
Frankenstein,Variety,2023-07-24 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",8
Frankenstein,El Financiero,2022-01-31 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,4
Frankenstein,El País,2022-02-10 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",8
Frankenstein,Twitter,2023-04-23 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",9
Frankenstein,BBC,2022-08-31 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",1
Frankenstein,El País,2022-04-09 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,9
Frankenstein,El Financiero,2023-06-12 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,9
Frankenstein,El Financiero,2022-03-21 00:00:00,La tragedia del monstruo reimaginada,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,10
Frankenstein,Twitter,2024-02-15 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",10
Frankenstein,BBC,2023-06-18 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,8
Frankenstein,Variety,2023-08-05 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",7
Frankenstein,Variety,2024-02-17 00:00:00,GDT y su visión de Mary Shelley,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,8
Frankenstein,El País,2024-03-23 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",7
Frankenstein,Twitter,2022-07-09 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,3
Frankenstein,Variety,2022-12-17 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",9
Frankenstein,El País,2023-07-11 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,2
Frankenstein,Variety,2024-03-01 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,2
Frankenstein,Twitter,2022-03-22 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,10
Frankenstein,BBC,2023-12-03 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,10
Frankenstein,BBC,2024-02-09 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,7
Frankenstein,El Financiero,2022-04-04 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,6
Frankenstein,El Financiero,2024-03-25 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,2
Frankenstein,Twitter,2023-08-20 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",7
Frankenstein,El País,2024-03-17 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,4
Frankenstein,Twitter,2022-02-18 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",3
Frankenstein,BBC,2022-08-09 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,9
Frankenstein,El País,2024-02-08 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",10
Frankenstein,El País,2024-04-23 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,4
Frankenstein,El País,2024-03-23 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,6
Frankenstein,Variety,2022-09-18 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,7
Frankenstein,El Financiero,2024-02-17 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,2
Frankenstein,El País,2023-11-13 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,3
Frankenstein,El País,2024-03-21 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,10
Frankenstein,Reforma,2024-03-12 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,7
Frankenstein,El País,2023-08-22 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,2
Frankenstein,BBC,2022-06-04 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,8
Frankenstein,Reforma,2024-04-21 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,10
Frankenstein,Twitter,2022-06-05 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,2
Frankenstein,El Financiero,2023-12-03 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,Variety,2023-03-03 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,4
Frankenstein,El Financiero,2022-11-21 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",8
Frankenstein,El Financiero,2022-05-18 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,3
Frankenstein,Reforma,2024-01-27 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,2
Frankenstein,Variety,2023-04-14 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,10
Frankenstein,El País,2024-01-05 00:00:00,La tragedia del monstruo reimaginada,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,6
Frankenstein,El País,2022-02-21 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,4
Frankenstein,Variety,2024-02-21 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,10
Frankenstein,Variety,2022-02-26 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,9
Frankenstein,BBC,2022-02-13 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",8
Frankenstein,Twitter,2023-08-21 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",5
Frankenstein,Twitter,2023-12-20 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,4
Frankenstein,BBC,2022-06-30 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,6
Frankenstein,BBC,2022-03-24 00:00:00,La tragedia del monstruo reimaginada,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",4
Frankenstein,El Financiero,2023-03-14 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,7
Frankenstein,El País,2023-09-13 00:00:00,GDT y su visión de Mary Shelley,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",1
Frankenstein,El Financiero,2023-09-22 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,5
Frankenstein,Reforma,2023-01-15 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,10
Frankenstein,El Financiero,2022-06-04 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",5
Frankenstein,El País,2024-01-31 00:00:00,GDT y su visión de Mary Shelley,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",3
Frankenstein,Variety,2023-08-11 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,1
Frankenstein,BBC,2023-10-04 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",10
Frankenstein,Variety,2022-08-13 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",8
Frankenstein,BBC,2023-05-23 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,5
Frankenstein,El País,2024-06-18 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",6
Frankenstein,El Financiero,2022-08-09 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,2
Frankenstein,Reforma,2022-02-14 00:00:00,La tragedia del monstruo reimaginada,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,6
Frankenstein,Variety,2022-08-08 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,4
Frankenstein,Twitter,2024-04-28 00:00:00,La tragedia del monstruo reimaginada,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,10
Frankenstein,El País,2022-08-18 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,10
Frankenstein,El Financiero,2022-08-20 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,2
Frankenstein,Twitter,2022-01-31 00:00:00,GDT y su visión de Mary Shelley,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,El Financiero,2022-01-28 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,2
Frankenstein,Variety,2024-03-27 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,5
Frankenstein,Twitter,2022-04-05 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,1
Frankenstein,BBC,2022-01-08 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",2
Frankenstein,El Financiero,2024-01-14 00:00:00,La tragedia del monstruo reimaginada,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,9
Frankenstein,El País,2024-04-09 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",9
Frankenstein,El País,2024-03-26 00:00:00,La tragedia del monstruo reimaginada,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,1
Frankenstein,El Financiero,2022-05-05 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",8
Frankenstein,Reforma,2022-06-02 00:00:00,La tragedia del monstruo reimaginada,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,Twitter,2022-11-26 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",2
Frankenstein,Reforma,2023-06-30 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",2
Frankenstein,Variety,2024-02-17 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,Variety,2023-08-17 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,8
Frankenstein,Variety,2023-01-10 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,3
Frankenstein,BBC,2022-08-26 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",3
Frankenstein,El País,2024-06-07 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,1
Frankenstein,Variety,2022-11-30 00:00:00,La tragedia del monstruo reimaginada,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,5
Frankenstein,Variety,2022-04-08 00:00:00,La tragedia del monstruo reimaginada,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,6
Frankenstein,Reforma,2023-05-07 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,6
Frankenstein,El País,2022-03-31 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,8
Frankenstein,BBC,2023-07-04 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,9
Frankenstein,Reforma,2022-09-11 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,8
Frankenstein,Variety,2023-12-04 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",10
Frankenstein,El Financiero,2023-01-11 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",5
Frankenstein,El País,2023-05-28 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",4
Frankenstein,El País,2023-03-31 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,9
Frankenstein,El Financiero,2023-03-23 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,8
Frankenstein,Variety,2022-10-12 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",5
Frankenstein,Reforma,2022-09-08 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,3
Frankenstein,Reforma,2023-11-30 00:00:00,GDT y su visión de Mary Shelley,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,3
Frankenstein,El País,2024-05-08 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,10
Frankenstein,BBC,2022-08-24 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,6
Frankenstein,Reforma,2023-07-31 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,5
Frankenstein,Variety,2024-06-16 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,8
Frankenstein,El País,2022-03-07 00:00:00,La tragedia del monstruo reimaginada,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,4
Frankenstein,El Financiero,2022-01-17 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,3
Frankenstein,El País,2022-09-07 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,1
Frankenstein,El Financiero,2023-08-15 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,10
Frankenstein,BBC,2023-04-18 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,Twitter,2024-01-09 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,4
Frankenstein,El País,2022-01-05 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,4
Frankenstein,BBC,2023-02-25 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,10
Frankenstein,BBC,2022-08-21 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,6
Frankenstein,El País,2024-01-13 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,9
Frankenstein,Reforma,2022-06-24 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",4
Frankenstein,El Financiero,2023-10-23 00:00:00,La tragedia del monstruo reimaginada,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,1
Frankenstein,Twitter,2023-09-13 00:00:00,La tragedia del monstruo reimaginada,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,10
Frankenstein,El País,2023-11-08 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,9
Frankenstein,El País,2022-12-25 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,6
Frankenstein,Twitter,2023-10-21 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,4
Frankenstein,El Financiero,2023-12-21 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,El Financiero,2024-05-03 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,Twitter,2022-05-26 00:00:00,GDT y su visión de Mary Shelley,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",10
Frankenstein,BBC,2023-05-05 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",10
Frankenstein,BBC,2023-01-23 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,3
Frankenstein,Twitter,2022-10-16 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",8
Frankenstein,Variety,2023-10-30 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",4
Frankenstein,El Financiero,2022-11-24 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,6
Frankenstein,Variety,2023-05-15 00:00:00,GDT y su visión de Mary Shelley,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
